Amsterdam (Felix Merites)(61_G)  NB "52° 22'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,DD,Q_DD,DP,Q_DP,EE,Q_EE,N,Q_N,RD,Q_RD,T,Q_T,U,Q_U
18510423,2200,,,,,829,0,,,,,,,,
18510423,2400,,,,,,,,,,,123,0,,
18510424,800,,,,,759,0,,,,,,,,
18510424,1400,,,,,811,0,,,,,,,,
18510424,2200,,,,,734,0,,,,,,,,
18510424,2400,,,,,,,,,,,115,0,,
18510425,800,,,,,802,0,,,,,,,,
18510425,2200,,,,,692,0,,,,,,,,
18510425,2400,,,,,,,,,,,60,0,,
18510426,800,,,,,601,0,,,,,,,,
18510426,1400,,,,,621,0,,,,,,,,
18510426,2200,,,,,709,0,,,,,,,,
18510426,2400,,,,,,,,,,,95,0,,
18510427,800,,,,,615,0,,,,,,,,
18510427,1400,,,,,520,0,,,,,,,,
18510427,2200,,,,,536,0,,,,,,,,
18510427,2400,,,,,,,,,,,76,0,,
18510428,800,,,,,688,0,,,,,,,,
18510428,1400,,,,,457,0,,,,,,,,
18510428,2200,,,,,602,0,,,,,,,,
18510428,2400,,,,,,,,,,,73,0,,
18510429,800,,,,,671,0,,,,,,,,
18510429,1400,,,,,699,0,,,,,,,,
18510429,2200,,,,,657,0,,,,,,,,
18510429,2400,,,,,,,,,,,82,0,,
18510430,800,,,,,678,0,,,,,,,,
18510430,1400,,,,,759,0,,,,,,,,
18510430,2200,,,,,653,0,,,,,,,,
18510430,2400,,,,,,,,,,,73,0,,
18510501,800,,,,,612,0,,,,,,,,
18510501,1400,,,,,513,0,,,,,,,,
18510501,2200,,,,,614,0,,,,,,,,
18510501,2400,,,,,,,,,,,76,0,,
18510502,800,,,,,711,0,,,,,,,,
18510502,1400,,,,,656,0,,,,,,,,
18510502,2200,,,,,674,0,,,,,,,,
18510502,2400,,,,,,,,,,,88,0,,
18510503,800,,,,,554,0,,,,,,,,
18510503,1400,,,,,541,0,,,,,,,,
18510503,2200,,,,,576,0,,,,,,,,
18510503,2400,,,,,,,,,,,80,0,,
18510504,800,,,,,619,0,,,,,,,,
18510504,1400,,,,,637,0,,,,,,,,
18510504,2200,,,,,688,0,,,,,,,,
18510504,2400,,,,,,,,,,,78,0,,
18510505,800,,,,,689,0,,,,,,,,
18510505,1400,,,,,698,0,,,,,,,,
18510505,2200,,,,,644,0,,,,,,,,
18510505,2400,,,,,,,,,,,73,0,,
18510506,800,,,,,594,0,,,,,,,,
18510506,1400,,,,,724,0,,,,,,,,
18510506,2200,,,,,728,0,,,,,,,,
18510506,2400,,,,,,,,,,,76,0,,
18510507,800,,,,,626,0,,,,,,,,
18510507,1400,,,,,663,0,,,,,,,,
18510507,2200,,,,,609,0,,,,,,,,
18510507,2400,,,,,,,,,,,87,0,,
18510508,800,,,,,819,0,,,,,,,,
18510508,1400,,,,,715,0,,,,,,,,
18510508,2200,,,,,689,0,,,,,,,,
18510508,2400,,,,,,,,,,,114,0,,
18510509,800,,,,,948,0,,,,,,,,
18510509,1400,,,,,783,0,,,,,,,,
18510509,2200,,,,,685,0,,,,,,,,
18510509,2400,,,,,,,,,,,97,0,,
18510510,800,,,,,805,0,,,,,,,,
18510510,1400,,,,,874,0,,,,,,,,
18510510,2200,,,,,949,0,,,,,,,,
18510510,2400,,,,,,,,,,,140,0,,
18510511,800,,,,,1068,0,,,,,,,,
18510511,1400,,,,,1117,0,,,,,,,,
18510511,2200,,,,,918,0,,,,,,,,
18510511,2400,,,,,,,,,,,149,0,,
18510512,800,,,,,772,0,,,,,,,,
18510512,1400,,,,,793,0,,,,,,,,
18510512,2200,,,,,696,0,,,,,,,,
18510512,2400,,,,,,,,,,,120,0,,
18510513,800,,,,,681,0,,,,,,,,
18510513,1400,,,,,567,0,,,,,,,,
18510513,2200,,,,,728,0,,,,,,,,
18510513,2400,,,,,,,,,,,96,0,,
18510514,800,,,,,595,0,,,,,,,,
18510514,1400,,,,,496,0,,,,,,,,
18510514,2200,,,,,561,0,,,,,,,,
18510514,2400,,,,,,,,,420,0,105,0,,
18510515,800,,,,,542,0,,,,,,,,
18510515,1400,,,,,605,0,,,,,,,,
18510515,2200,,,,,707,0,,,,,,,,
18510515,2400,,,,,,,,,,,106,0,,
18510516,800,,,,,609,0,,,,,,,,
18510516,1400,,,,,715,0,,,,,,,,
18510516,2200,,,,,683,0,,,,,,,,
18510516,2400,,,,,,,,,,,105,0,,
18510517,800,,,,,810,0,,,,,,,,
18510517,1400,,,,,591,0,,,,,,,,
18510517,2200,,,,,792,0,,,,,,,,
18510517,2400,,,,,,,,,,,135,0,,
18510518,800,,,,,913,0,,,,,,,,
18510518,1400,,,,,952,0,,,,,,,,
18510518,2200,,,,,888,0,,,,,,,,
18510518,2400,,,,,,,,,,,141,0,,
18510519,800,,,,,749,0,,,,,,,,
18510519,1400,,,,,752,0,,,,,,,,
18510519,2200,,,,,700,0,,,,,,,,
18510519,2400,,,,,,,,,,,99,0,,
18510520,800,,,,,614,0,,,,,,,,
18510520,2200,,,,,719,0,,,,,,,,
18510520,2400,,,,,,,,,,,99,0,,
18510521,800,,,,,894,0,,,,,,,,
18510521,1400,,,,,936,0,,,,,,,,
18510521,2200,,,,,912,0,,,,,,,,
18510521,2400,,,,,,,,,,,114,0,,
18510522,800,,,,,988,0,,,,,,,,
18510522,1400,,,,,1078,0,,,,,,,,
18510522,2200,,,,,1044,0,,,,,,,,
18510522,2400,,,,,,,,,,,145,0,,
18510523,800,,,,,999,0,,,,,,,,
18510523,1400,,,,,1171,0,,,,,,,,
18510523,2200,,,,,800,0,,,,,,,,
18510523,2400,,,,,,,,,,,136,0,,
18510524,800,,,,,793,0,,,,,,,,
18510524,1400,,,,,641,0,,,,,,,,
18510524,2200,,,,,772,0,,,,,,,,
18510524,2400,,,,,,,,,,,121,0,,
18510525,800,,,,,1000,0,,,,,,,,
18510525,1400,,,,,894,0,,,,,,,,
18510525,2200,,,,,738,0,,,,,,,,
18510525,2400,,,,,,,,,,,113,0,,
18510526,800,,,,,817,0,,,,,,,,
18510526,1400,,,,,751,0,,,,,,,,
18510526,2200,,,,,719,0,,,,,,,,
18510526,2400,,,,,,,,,,,115,0,,
18510527,800,,,,,548,0,,,,,,,,
18510527,1400,,,,,597,0,,,,,,,,
18510527,2200,,,,,676,0,,,,,,,,
18510527,2400,,,,,,,,,,,102,0,,
18510528,800,,,,,621,0,,,,,,,,
18510528,1400,,,,,563,0,,,,,,,,
18510528,2200,,,,,871,0,,,,,,,,
18510528,2400,,,,,,,,,,,120,0,,
18510529,800,,,,,840,0,,,,,,,,
18510529,1400,,,,,866,0,,,,,,,,
18510529,2200,,,,,948,0,,,,,,,,
18510529,2400,,,,,,,,,,,141,0,,
18510530,800,,,,,918,0,,,,,,,,
18510530,1400,,,,,842,0,,,,,,,,
18510530,2200,,,,,948,0,,,,,,,,
18510530,2400,,,,,,,,,,,138,0,,
18510531,800,,,,,700,0,,,,,,,,
18510531,1400,,,,,650,0,,,,,,,,
18510531,2200,,,,,707,0,,,,,,,,
18510531,2400,,,,,,,,,,,126,0,,
18510601,800,,,,,858,0,,,,,,,,
18510601,1400,,,,,1008,0,,,,,,,,
18510601,2200,,,,,948,0,,,,,,,,
18510601,2400,,,,,,,,,,,130,0,,
18510602,800,,,,,1023,0,,,,,,,,
18510602,1400,,,,,780,0,,,,,,,,
18510602,2200,,,,,948,0,,,,,,,,
18510602,2400,,,,,,,,,,,149,0,,
18510603,800,,,,,942,0,,,,,,,,
18510603,1400,,,,,919,0,,,,,,,,
18510603,2200,,,,,940,0,,,,,,,,
18510603,2400,,,,,,,,,,,161,0,,
18510604,800,,,,,935,0,,,,,,,,
18510604,1400,,,,,706,0,,,,,,,,
18510604,2200,,,,,719,0,,,,,,,,
18510604,2400,,,,,,,,,,,113,0,,
18510605,800,,,,,775,0,,,,,,,,
18510605,1400,,,,,785,0,,,,,,,,
18510605,2200,,,,,895,0,,,,,,,,
18510605,2400,,,,,,,,,,,144,0,,
18510606,800,,,,,1024,0,,,,,,,,
18510606,1400,,,,,1025,0,,,,,,,,
18510606,2200,,,,,979,0,,,,,,,,
18510606,2400,,,,,,,,,,,162,0,,
18510607,800,,,,,1085,0,,,,,,,,
18510607,1400,,,,,1141,0,,,,,,,,
18510607,2200,,,,,1164,0,,,,,,,,
18510607,2400,,,,,,,,,,,175,0,,
18510608,800,,,,,1152,0,,,,,,,,
18510608,1400,,,,,1186,0,,,,,,,,
18510608,2200,,,,,1100,0,,,,,,,,
18510608,2400,,,,,,,,,,,156,0,,
18510609,800,,,,,751,0,,,,,,,,
18510609,2200,,,,,912,0,,,,,,,,
18510609,2400,,,,,,,,,,,130,0,,
18510610,800,,,,,947,0,,,,,,,,
18510610,1400,,,,,817,0,,,,,,,,
18510610,2200,,,,,668,0,,,,,,,,
18510610,2400,,,,,,,,,,,118,0,,
18510611,800,,,,,695,0,,,,,,,,
18510611,1400,,,,,922,0,,,,,,,,
18510611,2200,,,,,823,0,,,,,,,,
18510611,2400,,,,,,,,,,,127,0,,
18510612,800,,,,,1090,0,,,,,,,,
18510612,1400,,,,,1185,0,,,,,,,,
18510612,2200,,,,,1041,0,,,,,,,,
18510612,2400,,,,,,,,,,,164,0,,
18510613,800,,,,,1177,0,,,,,,,,
18510613,1400,,,,,1186,0,,,,,,,,
18510613,2200,,,,,1110,0,,,,,,,,
18510613,2400,,,,,,,,,350,0,165,0,,
18510614,800,,,,,914,0,,,,,,,,
18510614,1400,,,,,869,0,,,,,,,,
18510614,2200,,,,,833,0,,,,,,,,
18510614,2400,,,,,,,,,,,151,0,,
18510615,800,,,,,1119,0,,,,,,,,
18510615,1400,,,,,1075,0,,,,,,,,
18510615,2200,,,,,1011,0,,,,,,,,
18510615,2400,,,,,,,,,,,157,0,,
18510616,800,,,,,1111,0,,,,,,,,
18510616,1400,,,,,1174,0,,,,,,,,
18510616,2200,,,,,1048,0,,,,,,,,
18510616,2400,,,,,,,,,,,159,0,,
18510617,1400,,,,,769,0,,,,,,,,
18510617,2200,,,,,829,0,,,,,,,,
18510617,2400,,,,,,,,,,,130,0,,
18510618,800,,,,,751,0,,,,,,,,
18510618,1400,,,,,752,0,,,,,,,,
18510618,2200,,,,,1078,0,,,,,,,,
18510618,2400,,,,,,,,,,,143,0,,
18510619,800,,,,,1124,0,,,,,,,,
18510619,1400,,,,,1226,0,,,,,,,,
18510619,2200,,,,,1175,0,,,,,,,,
18510619,2400,,,,,,,,,,,174,0,,
18510620,800,,,,,913,0,,,,,,,,
18510620,1400,,,,,1184,0,,,,,,,,
18510620,2200,,,,,1174,0,,,,,,,,
18510620,2400,,,,,,,,,,,171,0,,
18510621,800,,,,,1180,0,,,,,,,,
18510621,1400,,,,,1795,0,,,,,,,,
18510621,2200,,,,,1416,0,,,,,,,,
18510621,2400,,,,,,,,,,,207,0,,
18510622,800,,,,,1258,0,,,,,,,,
18510622,1400,,,,,1145,0,,,,,,,,
18510622,2200,,,,,1048,0,,,,,,,,
18510622,2400,,,,,,,,,,,177,0,,
18510623,800,,,,,973,0,,,,,,,,
18510623,1400,,,,,757,0,,,,,,,,
18510623,2200,,,,,854,0,,,,,,,,
18510623,2400,,,,,,,,,,,147,0,,
18510624,800,,,,,885,0,,,,,,,,
18510624,1400,,,,,862,0,,,,,,,,
18510624,2200,,,,,914,0,,,,,,,,
18510624,2400,,,,,,,,,,,147,0,,
18510625,800,,,,,1334,0,,,,,,,,
18510625,1400,,,,,1200,0,,,,,,,,
18510625,2200,,,,,1201,0,,,,,,,,
18510625,2400,,,,,,,,,,,175,0,,
18510626,800,,,,,1230,0,,,,,,,,
18510626,1400,,,,,1312,0,,,,,,,,
18510626,2200,,,,,1180,0,,,,,,,,
18510626,2400,,,,,,,,,,,193,0,,
18510627,800,,,,,1276,0,,,,,,,,
18510627,1400,,,,,1410,0,,,,,,,,
18510627,2200,,,,,1146,0,,,,,,,,
18510627,2400,,,,,,,,,,,199,0,,
18510628,800,,,,,1117,0,,,,,,,,
18510628,1400,,,,,1175,0,,,,,,,,
18510628,2200,,,,,1135,0,,,,,,,,
18510628,2400,,,,,,,,,,,184,0,,
18510629,800,,,,,1004,0,,,,,,,,
18510629,2200,,,,,1204,0,,,,,,,,
18510629,2400,,,,,,,,,,,169,0,,
18510630,800,,,,,1291,0,,,,,,,,
18510630,1400,,,,,1110,0,,,,,,,,
18510630,2200,,,,,1327,0,,,,,,,,
18510630,2400,,,,,,,,,,,202,0,,
18510701,800,,,,,1208,0,,,,,,,,
18510701,1400,,,,,1179,0,,,,,,,,
18510701,2200,,,,,1226,0,,,,,,,,
18510701,2400,,,,,,,,,,,227,0,,
18510702,800,,,,,1226,0,,,,,,,,
18510702,1400,,,,,971,0,,,,,,,,
18510702,2200,,,,,1214,0,,,,,,,,
18510702,2400,,,,,,,,,,,214,0,,
18510703,800,,,,,1232,0,,,,,,,,
18510703,1400,,,,,1271,0,,,,,,,,
18510703,2200,,,,,1101,0,,,,,,,,
18510703,2400,,,,,,,,,,,175,0,,
18510704,800,,,,,1054,0,,,,,,,,
18510704,1400,,,,,1116,0,,,,,,,,
18510704,2200,,,,,852,0,,,,,,,,
18510704,2400,,,,,,,,,,,152,0,,
18510705,800,,,,,757,0,,,,,,,,
18510705,1400,,,,,828,0,,,,,,,,
18510705,2200,,,,,852,0,,,,,,,,
18510705,2400,,,,,,,,,,,146,0,,
18510706,800,,,,,942,0,,,,,,,,
18510706,1400,,,,,878,0,,,,,,,,
18510706,2200,,,,,981,0,,,,,,,,
18510706,2400,,,,,,,,,,,160,0,,
18510707,800,,,,,964,0,,,,,,,,
18510707,1400,,,,,959,0,,,,,,,,
18510707,2200,,,,,1124,0,,,,,,,,
18510707,2400,,,,,,,,,,,174,0,,
18510708,800,,,,,1305,0,,,,,,,,
18510708,2200,,,,,900,0,,,,,,,,
18510708,2400,,,,,,,,,,,143,0,,
18510709,800,,,,,805,0,,,,,,,,
18510709,1400,,,,,997,0,,,,,,,,
18510709,2200,,,,,988,0,,,,,,,,
18510709,2400,,,,,,,,,,,145,0,,
18510710,800,,,,,917,0,,,,,,,,
18510710,1400,,,,,1105,0,,,,,,,,
18510710,2200,,,,,831,0,,,,,,,,
18510710,2400,,,,,,,,,,,143,0,,
18510711,800,,,,,722,0,,,,,,,,
18510711,1400,,,,,801,0,,,,,,,,
18510711,2200,,,,,988,0,,,,,,,,
18510711,2400,,,,,,,,,870,0,140,0,,
18510712,800,,,,,1205,0,,,,,,,,
18510712,1400,,,,,1112,0,,,,,,,,
18510712,2200,,,,,1212,0,,,,,,,,
18510712,2400,,,,,,,,,,,163,0,,
18510713,800,,,,,1232,0,,,,,,,,
18510713,2200,,,,,1137,0,,,,,,,,
18510713,2400,,,,,,,,,,,167,0,,
18510714,800,,,,,1183,0,,,,,,,,
18510714,1400,,,,,1230,0,,,,,,,,
18510714,2200,,,,,1186,0,,,,,,,,
18510714,2400,,,,,,,,,,,167,0,,
18510715,800,,,,,801,0,,,,,,,,
18510715,1400,,,,,866,0,,,,,,,,
18510715,2200,,,,,986,0,,,,,,,,
18510715,2400,,,,,,,,,,,155,0,,
18510716,800,,,,,866,0,,,,,,,,
18510716,1400,,,,,907,0,,,,,,,,
18510716,2200,,,,,959,0,,,,,,,,
18510716,2400,,,,,,,,,,,141,0,,
18510717,800,,,,,857,0,,,,,,,,
18510717,1400,,,,,1180,0,,,,,,,,
18510717,2400,,,,,,,,,,,165,0,,
18510718,800,,,,,799,0,,,,,,,,
18510718,1400,,,,,848,0,,,,,,,,
18510718,2200,,,,,864,0,,,,,,,,
18510718,2400,,,,,,,,,,,147,0,,
18510719,800,,,,,1002,0,,,,,,,,
18510719,1400,,,,,1093,0,,,,,,,,
18510719,2200,,,,,1171,0,,,,,,,,
18510719,2400,,,,,,,,,,,158,0,,
18510720,800,,,,,1153,0,,,,,,,,
18510720,1400,,,,,1300,0,,,,,,,,
18510720,2200,,,,,1406,0,,,,,,,,
18510720,2400,,,,,,,,,,,184,0,,
18510721,800,,,,,1171,0,,,,,,,,
18510721,1400,,,,,1064,0,,,,,,,,
18510721,2200,,,,,1146,0,,,,,,,,
18510721,2400,,,,,,,,,,,166,0,,
18510722,800,,,,,1068,0,,,,,,,,
18510722,1400,,,,,1126,0,,,,,,,,
18510722,2200,,,,,1101,0,,,,,,,,
18510722,2400,,,,,,,,,,,170,0,,
18510723,800,,,,,1124,0,,,,,,,,
18510723,1400,,,,,1366,0,,,,,,,,
18510723,2200,,,,,1416,0,,,,,,,,
18510723,2400,,,,,,,,,,,187,0,,
18510724,800,,,,,1346,0,,,,,,,,
18510724,1400,,,,,1245,0,,,,,,,,
18510724,2200,,,,,1026,0,,,,,,,,
18510724,2400,,,,,,,,,,,162,0,,
18510725,800,,,,,1140,0,,,,,,,,
18510725,1400,,,,,1008,0,,,,,,,,
18510725,2200,,,,,1167,0,,,,,,,,
18510725,2400,,,,,,,,,,,157,0,,
18510726,800,,,,,1212,0,,,,,,,,
18510726,1400,,,,,1045,0,,,,,,,,
18510726,2200,,,,,986,0,,,,,,,,
18510726,2400,,,,,,,,,,,154,0,,
18510727,800,,,,,853,0,,,,,,,,
18510727,1400,,,,,925,0,,,,,,,,
18510727,2200,,,,,1074,0,,,,,,,,
18510727,2400,,,,,,,,,,,151,0,,
18510728,800,,,,,1260,0,,,,,,,,
18510728,1400,,,,,1478,0,,,,,,,,
18510728,2200,,,,,1375,0,,,,,,,,
18510728,2400,,,,,,,,,,,204,0,,
18510729,800,,,,,1375,0,,,,,,,,
18510729,1400,,,,,1477,0,,,,,,,,
18510729,2200,,,,,1345,0,,,,,,,,
18510729,2400,,,,,,,,,,,201,0,,
18510730,800,,,,,1506,0,,,,,,,,
18510730,1400,,,,,1505,0,,,,,,,,
18510730,2200,,,,,1428,0,,,,,,,,
18510730,2400,,,,,,,,,,,197,0,,
18510731,800,,,,,1370,0,,,,,,,,
18510731,1400,,,,,1255,0,,,,,,,,
18510731,2200,,,,,1168,0,,,,,,,,
18510731,2400,,,,,,,,,,,175,0,,
18510801,800,,,,,1455,0,,,,,,,,
18510801,1400,,,,,1500,0,,,,,,,,
18510801,2200,,,,,1406,0,,,,,,,,
18510801,2400,,,,,,,,,,,190,0,,
18510802,800,,,,,1212,0,,,,,,,,
18510802,1400,,,,,1344,0,,,,,,,,
18510802,2200,,,,,1183,0,,,,,,,,
18510802,2400,,,,,,,,,,,176,0,,
18510803,800,,,,,1316,0,,,,,,,,
18510803,1400,,,,,1722,0,,,,,,,,
18510803,2200,,,,,1476,0,,,,,,,,
18510803,2400,,,,,,,,,,,232,0,,
18510804,800,,,,,1475,0,,,,,,,,
18510804,1400,,,,,1529,0,,,,,,,,
18510804,2200,,,,,1195,0,,,,,,,,
18510804,2400,,,,,,,,,,,188,0,,
18510805,800,,,,,1328,0,,,,,,,,
18510805,1400,,,,,1043,0,,,,,,,,
18510805,2200,,,,,935,0,,,,,,,,
18510805,2400,,,,,,,,,,,177,0,,
18510806,800,,,,,991,0,,,,,,,,
18510806,1400,,,,,1162,0,,,,,,,,
18510806,2200,,,,,1251,0,,,,,,,,
18510806,2400,,,,,,,,,,,165,0,,
18510807,800,,,,,1214,0,,,,,,,,
18510807,1400,,,,,1222,0,,,,,,,,
18510807,2200,,,,,1243,0,,,,,,,,
18510807,2400,,,,,,,,,,,199,0,,
18510808,800,,,,,1214,0,,,,,,,,
18510808,1400,,,,,1487,0,,,,,,,,
18510808,2200,,,,,1476,0,,,,,,,,
18510808,2400,,,,,,,,,,,202,0,,
18510809,800,,,,,1204,0,,,,,,,,
18510809,1400,,,,,1470,0,,,,,,,,
18510809,2200,,,,,1116,0,,,,,,,,
18510809,2400,,,,,,,,,,,188,0,,
18510810,800,,,,,973,0,,,,,,,,
18510810,1400,,,,,1045,0,,,,,,,,
18510810,2200,,,,,925,0,,,,,,,,
18510810,2400,,,,,,,,,,,163,0,,
18510811,800,,,,,1076,0,,,,,,,,
18510811,1400,,,,,1037,0,,,,,,,,
18510811,2200,,,,,989,0,,,,,,,,
18510811,2400,,,,,,,,,80,0,171,0,,
18510812,800,,,,,1135,0,,,,,,,,
18510812,1400,,,,,1267,0,,,,,,,,
18510812,2200,,,,,1263,0,,,,,,,,
18510812,2400,,,,,,,,,,,191,0,,
18510813,800,,,,,1395,0,,,,,,,,
18510813,1400,,,,,1756,0,,,,,,,,
18510813,2200,,,,,1539,0,,,,,,,,
18510813,2400,,,,,,,,,,,221,0,,
18510814,800,,,,,1569,0,,,,,,,,
18510814,1400,,,,,1361,0,,,,,,,,
18510814,2200,,,,,1259,0,,,,,,,,
18510814,2400,,,,,,,,,,,199,0,,
18510815,800,,,,,1539,0,,,,,,,,
18510815,1400,,,,,1286,0,,,,,,,,
18510815,2200,,,,,1304,0,,,,,,,,
18510815,2400,,,,,,,,,,,186,0,,
18510816,800,,,,,1375,0,,,,,,,,
18510816,1400,,,,,1039,0,,,,,,,,
18510816,2200,,,,,1273,0,,,,,,,,
18510816,2400,,,,,,,,,,,195,0,,
18510817,800,,,,,1416,0,,,,,,,,
18510817,1400,,,,,1268,0,,,,,,,,
18510817,2200,,,,,1357,0,,,,,,,,
18510817,2400,,,,,,,,,,,195,0,,
18510818,800,,,,,1232,0,,,,,,,,
18510818,1400,,,,,1056,0,,,,,,,,
18510818,2200,,,,,897,0,,,,,,,,
18510818,2400,,,,,,,,,,,165,0,,
18510819,800,,,,,1073,0,,,,,,,,
18510819,1400,,,,,697,0,,,,,,,,
18510819,2200,,,,,935,0,,,,,,,,
18510819,2400,,,,,,,,,,,166,0,,
18510820,800,,,,,1068,0,,,,,,,,
18510820,1400,,,,,1055,0,,,,,,,,
18510820,2200,,,,,1192,0,,,,,,,,
18510820,2400,,,,,,,,,,,181,0,,
18510821,800,,,,,1185,0,,,,,,,,
18510821,1400,,,,,1298,0,,,,,,,,
18510821,2200,,,,,1244,0,,,,,,,,
18510821,2400,,,,,,,,,,,198,0,,
18510822,800,,,,,1371,0,,,,,,,,
18510822,1400,,,,,1391,0,,,,,,,,
18510822,2200,,,,,1370,0,,,,,,,,
18510822,2400,,,,,,,,,,,196,0,,
18510823,800,,,,,1410,0,,,,,,,,
18510823,1400,,,,,1353,0,,,,,,,,
18510823,2200,,,,,1387,0,,,,,,,,
18510823,2400,,,,,,,,,,,201,0,,
18510824,800,,,,,1242,0,,,,,,,,
18510824,2200,,,,,1165,0,,,,,,,,
18510824,2400,,,,,,,,,,,177,0,,
18510825,800,,,,,1196,0,,,,,,,,
18510825,1400,,,,,1135,0,,,,,,,,
18510825,2200,,,,,952,0,,,,,,,,
18510825,2400,,,,,,,,,,,155,0,,
18510826,800,,,,,1243,0,,,,,,,,
18510826,1400,,,,,955,0,,,,,,,,
18510826,2200,,,,,1066,0,,,,,,,,
18510826,2400,,,,,,,,,,,165,0,,
18510827,800,,,,,1135,0,,,,,,,,
18510827,1400,,,,,1034,0,,,,,,,,
18510827,2200,,,,,1086,0,,,,,,,,
18510827,2400,,,,,,,,,,,175,0,,
18510828,800,,,,,1060,0,,,,,,,,
18510828,1400,,,,,844,0,,,,,,,,
18510828,2200,,,,,804,0,,,,,,,,
18510828,2400,,,,,,,,,550,0,137,0,,
18510829,800,,,,,864,0,,,,,,,,
18510829,1400,,,,,876,0,,,,,,,,
18510829,2200,,,,,765,0,,,,,,,,
18510829,2400,,,,,,,,,,,126,0,,
18510830,800,,,,,1023,0,,,,,,,,
18510830,1400,,,,,895,0,,,,,,,,
18510830,2200,,,,,882,0,,,,,,,,
18510830,2400,,,,,,,,,,,137,0,,
18510831,800,,,,,979,0,,,,,,,,
18510831,1400,,,,,843,0,,,,,,,,
18510831,2200,,,,,847,0,,,,,,,,
18510831,2400,,,,,,,,,,,129,0,,
18510901,800,,,,,1216,0,,,,,,,,
18510901,1400,,,,,778,0,,,,,,,,
18510901,2200,,,,,847,0,,,,,,,,
18510901,2400,,,,,,,,,,,140,0,,
18510902,800,,,,,1335,0,,,,,,,,
18510902,1400,,,,,1357,0,,,,,,,,
18510902,2200,,,,,1078,0,,,,,,,,
18510902,2400,,,,,,,,,120,0,163,0,,
18510903,800,,,,,1192,0,,,,,,,,
18510903,1400,,,,,1103,0,,,,,,,,
18510903,2200,,,,,1101,0,,,,,,,,
18510903,2400,,,,,,,,,,,162,0,,
18510904,800,,,,,1145,0,,,,,,,,
18510904,1400,,,,,1245,0,,,,,,,,
18510904,2200,,,,,1026,0,,,,,,,,
18510904,2400,,,,,,,,,,,151,0,,
18510905,800,,,,,1128,0,,,,,,,,
18510905,1400,,,,,1141,0,,,,,,,,
18510905,2200,,,,,1113,0,,,,,,,,
18510905,2400,,,,,,,,,,,159,0,,
18510906,800,,,,,775,0,,,,,,,,
18510906,1400,,,,,770,0,,,,,,,,
18510906,2200,,,,,900,0,,,,,,,,
18510906,2400,,,,,,,,,,,141,0,,
18510907,800,,,,,1024,0,,,,,,,,
18510907,1400,,,,,1095,0,,,,,,,,
18510907,2200,,,,,876,0,,,,,,,,
18510907,2400,,,,,,,,,,,141,0,,
18510908,800,,,,,816,0,,,,,,,,
18510908,1400,,,,,673,0,,,,,,,,
18510908,2200,,,,,719,0,,,,,,,,
18510908,2400,,,,,,,,,,,133,0,,
18510909,800,,,,,804,0,,,,,,,,
18510909,1400,,,,,821,0,,,,,,,,
18510909,2200,,,,,822,0,,,,,,,,
18510909,2400,,,,,,,,,,,136,0,,
18510910,800,,,,,828,0,,,,,,,,
18510910,1400,,,,,844,0,,,,,,,,
18510910,2200,,,,,769,0,,,,,,,,
18510910,2400,,,,,,,,,,,141,0,,
18510911,800,,,,,970,0,,,,,,,,
18510911,1400,,,,,1005,0,,,,,,,,
18510911,2200,,,,,1044,0,,,,,,,,
18510911,2400,,,,,,,,,,,149,0,,
18510912,800,,,,,1014,0,,,,,,,,
18510912,1400,,,,,952,0,,,,,,,,
18510912,2200,,,,,988,0,,,,,,,,
18510912,2400,,,,,,,,,,,150,0,,
18510913,800,,,,,1036,0,,,,,,,,
18510913,1400,,,,,976,0,,,,,,,,
18510913,2200,,,,,865,0,,,,,,,,
